u,i,label,ts
2063,2296,1,56
1295,2642,1,56
2642,1295,1,56
3233,3303,1,56
3303,3233,1,56
35,3304,1,56
35,3305,1,56
2642,3306,1,56
3306,2642,1,56
2266,3259,-10,56
1810,3307,2,56
3219,3308,1,56
3308,3219,8,56
2125,3309,1,56
3309,2125,2,56
3309,274,1,56
729,2642,3,56
2642,729,3,56
3304,35,1,56
3099,2188,1,56
2430,2388,1,56
2388,2430,1,56
2942,2725,1,56
2296,2262,5,56
2262,2296,5,56
2642,41,1,56
41,2642,1,56
274,3309,4,56
256,1693,4,56
2642,3312,2,56
13,3029,1,56
2725,1946,2,56
1946,2725,2,56
2725,2296,6,56
2780,2987,1,56
2780,2388,2,56
1953,2915,1,56
2915,1953,1,56
2233,3313,1,56
3310,3260,1,56
2635,3310,3,56
3194,1018,2,56
1565,2266,2,56
3310,2635,2,56
3146,3099,1,56
3099,3146,1,56
3099,535,1,56
2119,2188,1,56
2487,2642,1,56
2296,2392,5,56
2392,2296,5,56
2642,2392,1,56
2392,2642,2,56
3119,729,1,56
729,3119,1,56
3193,3314,3,56
3113,1916,1,56
3249,3018,5,56
3032,2028,7,56
2028,1731,7,56
3257,1271,2,56
1271,3257,1,56
1271,3314,-5,56
3314,1271,-10,56
3314,732,-10,56
2266,3314,-10,56
3314,135,-10,56
3314,1810,-10,56
3314,1839,-10,56
732,3314,-10,56
3314,1363,-10,56
1810,3314,-10,56
3230,3314,-10,56
2266,3193,-10,56
3257,3295,2,56
3295,3257,2,56
3313,2233,1,56
1271,3304,1,56
3304,1271,1,56
3219,2296,2,56
2296,3219,2,56
1271,3296,1,56
3296,1271,1,56
2725,3161,2,56
1810,2969,3,56
2969,1810,3,56
3309,3219,3,56
3315,2045,1,56
2045,3315,1,56
3315,2388,1,56
2647,1953,10,56
41,3316,1,56
3316,41,1,56
2642,3013,3,56
1334,1317,6,56
2942,1810,10,56
1810,3317,1,56
3317,1810,1,56
1363,2898,-1,56
1953,2898,-1,56
2262,2835,2,56
2262,3208,1,56
3208,2262,1,56
2835,2262,2,56
2045,3318,1,56
3318,3319,1,56
3319,3318,1,56
2378,3320,1,56
3320,2378,1,56
2642,3316,2,56
3316,2642,1,56
2125,3321,1,56
1840,2536,2,57
3233,2325,1,57
2325,3233,1,57
2903,3322,1,57
3322,2903,1,57
2725,2201,1,57
2201,2725,1,57
2725,1832,4,57
3113,2028,4,57
2028,3113,4,57
2325,2725,1,57
2725,1802,2,57
3598,1802,1,57
1802,3598,1,57
2647,3323,1,57
3323,2647,1,57
3219,3309,3,57
2952,1953,1,57
1953,2952,3,57
35,3324,1,57
35,3325,1,57
2125,3327,1,57
3327,2125,2,57
3327,1810,5,57
3214,35,1,57
2725,3326,1,57
3326,2725,1,57
3155,35,1,57
3155,1615,1,57
2880,2125,3,57
2725,2647,7,57
3219,1743,4,57
3321,2125,4,57
35,3209,2,57
3013,1018,2,57
1018,3316,1,57
3316,230,1,57
363,1366,10,57
308,2110,1,57
2110,308,1,57
308,2388,1,57
2388,308,1,57
3208,491,3,57
3316,3329,2,57
3013,2028,4,57
3329,3316,2,57
2725,3237,1,57
3237,2725,1,57
3326,3331,1,57
3326,3299,-10,57
3086,3332,1,57
3287,3333,10,57
3072,2635,1,57
35,3334,1,57
3335,2028,4,57
2028,3335,2,57
2028,3336,1,57
3336,2028,1,57
2125,3113,1,57
2867,2647,1,57
2296,3316,1,57
3316,2296,2,57
1810,3337,1,57
3337,1810,1,57
3265,2028,1,57
2028,3265,1,57
2725,1565,4,57
1565,2725,5,57
1018,3338,1,57
3338,230,1,57
3338,1018,1,57
3142,2388,1,57
2388,3142,1,57
2318,3326,1,57
3326,2318,1,57
3331,3326,1,57
3113,2125,3,57
2028,2710,3,57
2710,2028,3,57
1615,3340,1,57
2028,2961,2,57
2961,2028,2,57
3203,2642,2,57
1735,2580,1,57
2642,3341,3,57
2895,1953,2,57
1953,2858,2,57
2858,1953,1,57
2291,1018,6,57
1352,905,-1,57
215,905,-5,57
1810,3342,1,57
41,2388,1,57
2388,41,1,57
57,33,1,57
33,57,1,57
2028,3343,1,57
3343,2028,2,57
1840,3326,2,57
3326,1840,2,57
3333,2028,1,57
2437,3344,1,57
3344,2437,1,57
3113,3326,2,57
3326,3113,2,57
3340,1615,1,57
1565,3326,1,57
3326,1565,1,57
3345,856,2,57
2642,3203,1,57
1693,905,-5,57
3334,35,1,57
856,3345,2,57
1815,2861,1,57
3335,25,5,57
1802,3029,1,57
2963,2125,3,57
3346,3113,2,57
2125,2963,2,57
2125,3346,1,57
3346,2125,1,57
2658,3066,-10,57
2658,2503,-10,57
2658,2962,-10,57
2658,2017,-10,57
2388,3326,1,57
3326,2388,1,57
2233,415,3,57
3029,1802,1,57
2822,1802,2,57
2822,1953,2,57
2266,3333,-10,57
2266,3287,-10,57
3237,3333,-10,57
3029,3333,-5,57
3172,3333,-10,57
3326,2266,2,57
3087,3341,1,57
3113,3347,1,57
3347,3346,1,57
3347,3113,1,57
2642,3348,1,57
3348,2642,1,57
2266,3349,1,57
3349,2266,1,57
3099,1271,2,57
1271,3099,2,57
2903,3351,1,57
3351,2903,1,57
2333,3103,4,57
2388,2262,1,57
2262,2388,1,57
2378,3260,1,57
2635,2378,2,57
2580,1735,1,57
2580,1352,3,57
3345,1656,10,57
1318,1656,10,57
3345,1318,1,57
3207,3320,4,57
3348,2028,1,57
2028,3348,1,57
3320,3207,1,57
2642,3352,1,57
3352,2642,2,57
2296,3353,2,57
2125,3354,1,57
3140,3036,-10,57
2266,2296,3,57
1018,3355,6,57
2125,13,1,57
540,1327,-1,57
3016,3357,2,57
3018,3357,2,57
1363,2725,-1,57
2070,3106,2,57
1528,1529,1,57
1528,3358,1,57
1528,3273,1,57
1528,2299,1,57
1528,3195,1,57
1528,1396,3,57
3358,1528,2,57
36,492,2,57
1764,3359,2,57
3359,1764,1,57
1743,3360,1,57
3255,2437,5,57
2437,3255,5,57
3317,3361,1,57
3361,3317,1,57
35,3362,1,57
35,3363,1,57
35,3364,1,57
57,2388,1,57
3360,1743,2,57
2028,2388,1,57
3341,3361,1,57
3361,3341,1,57
3106,2070,2,57
2296,3341,-3,57
481,3341,-5,57
2125,3365,1,57
3142,2642,1,57
3365,2125,2,57
1810,1018,2,57
3355,1018,6,57
2825,2635,8,57
2825,3086,8,57
2825,3018,8,57
2825,2419,8,57
1953,3353,1,57
3353,1953,1,57
3209,35,3,57
2378,1832,5,57
2942,3219,3,57
3219,2942,3,57
1018,3366,1,57
3286,3018,5,57
1334,3366,1,57
3366,1334,1,57
3368,2642,1,57
2070,3142,3,57
3033,2635,2,57
3033,3260,1,57
17,1277,1,57
2244,3369,1,57
3369,2244,1,57
3361,3371,-10,57
3361,3372,-10,57
1810,1719,2,57
1719,1810,2,57
2266,3373,-3,57
3366,1018,1,57
2028,1771,-10,57
1565,1771,-1,57
3195,3366,2,57
3366,3195,2,57
3374,3366,5,57
2281,1615,3,57
2281,2080,3,57
3018,3047,3,57
3047,3018,3,57
2485,3363,1,57
3363,2485,1,57
2334,1018,3,57
2388,2176,2,57
2536,1840,3,57
3296,3316,1,57
3316,3296,1,57
2658,3375,3,57
1334,3373,-10,57
3316,2565,1,57
2565,3316,1,57
1334,2306,1,57
2306,1334,1,57
3316,3236,3,57
3236,3316,5,57
3236,2642,5,57
3274,2642,1,57
2266,3326,3,57
2296,3326,1,57
3264,3366,9,57
3366,3264,3,57
3309,230,2,57
3296,35,2,57
1217,3377,10,57
3333,3378,1,57
3287,3378,1,57
2966,3018,1,57
2915,3260,1,57
3332,3086,2,57
3366,1840,1,57
1840,3366,1,57
3354,2125,2,57
2266,3378,-4,57
2897,2973,4,57
1018,3374,1,57
3374,1018,1,57
2028,1334,9,57
2125,2880,1,57
2255,3379,1,57
2642,3380,1,57
3380,2642,2,57
1810,3379,1,57
3379,1810,1,57
2642,3382,1,57
3370,2642,2,57
2642,3370,2,57
3382,2642,1,57
2658,1154,2,57
2296,3054,3,57
3054,2296,3,57
3352,2661,1,57
3352,3383,1,57
3349,3366,1,57
3250,3366,4,57
3366,3250,4,57
3366,3349,2,57
3381,1850,1,57
2661,3352,2,57
3381,3384,-3,57
2762,1386,1,57
1386,2762,1,57
3236,35,6,57
1885,1018,4,57
35,3236,3,57
1018,1885,4,57
3378,2266,-10,57
3378,2028,-10,57
3378,3366,-10,57
3378,2388,-10,57
2067,3378,-10,57
2388,3378,-10,57
3366,3378,-10,57
2028,3378,-10,57
2028,3333,-10,57
2028,3287,-10,57
3328,3313,2,57
2388,3333,-10,57
2934,3086,2,57
1850,2125,2,57
2125,1850,1,57
1850,1764,1,57
1764,1850,1,57
1052,1383,-1,57
2296,1383,-10,57
2642,3236,4,57
1565,1840,1,57
1840,1565,1,57
1832,2328,2,57
2328,1832,1,57
2118,3377,8,57
1396,856,1,57
1334,3376,-10,57
3386,1396,2,57
1334,3062,4,57
3313,3328,2,57
2266,3237,1,57
3237,2266,1,57
2958,2125,2,57
1052,2642,2,57
1802,1890,-3,57
1953,1890,-10,57
2328,1018,2,57
1018,2328,2,57
3099,3366,1,57
3099,215,1,57
3250,25,1,57
1052,2028,2,57
2028,1052,1,57
729,905,4,57
905,729,4,57
2642,1052,1,57
1018,3198,4,57
2642,3387,1,57
3387,2642,1,57
3161,3388,1,57
3388,3161,1,57
3161,2296,1,57
1396,3298,1,57
3298,1396,1,57
1693,2580,1,57
3195,2642,2,57
2642,3195,1,57
2642,3374,3,57
2642,2767,1,57
2767,2642,1,57
2484,2388,1,57
2028,3390,1,57
3390,2028,2,57
2125,3391,1,57
3391,2125,1,57
3237,3236,1,57
3236,3237,1,57
3236,25,-10,57
1565,1953,5,57
1802,62,2,57
35,3393,1,57
35,3296,1,57
1352,2580,3,57
1352,2053,2,57
1334,2455,2,57
2118,1953,1,57
3233,3236,5,57
2635,3394,2,57
3394,2635,1,57
3394,3260,1,57
2266,3233,-1,57
3395,2642,8,57
202,3391,1,57
3391,202,1,57
1922,3063,1,58
3063,1922,1,58
3099,3374,1,58
2388,3288,1,58
1832,1802,4,58
546,3396,1,58
3396,546,1,58
2,3397,5,58
2484,3367,10,58
1565,1764,1,58
1764,1565,1,58
546,3388,1,58
3388,546,1,58
546,3195,1,58
3195,546,1,58
1953,2392,3,58
2392,1953,3,58
1615,3398,2,58
35,3385,1,58
550,2028,1,58
2028,550,1,58
3195,3379,1,58
3379,3195,1,58
1334,3399,-10,58
1318,2658,2,58
1318,2266,2,58
1318,2934,2,58
2658,2266,2,58
3394,3086,1,58
2110,41,2,58
41,2110,1,58
3383,3219,4,58
1620,3219,1,58
3219,1620,1,58
2647,2867,2,58
2028,2125,8,58
1953,3400,1,58
3400,1953,5,58
1217,2906,1,58
3349,3367,3,58
3367,1334,-10,58
3367,1363,-2,58
3367,3349,3,58
1363,3367,-2,58
1746,3099,1,58
1412,2388,3,58
2028,3367,1,58
2903,3401,1,58
3401,2903,1,58
3396,3403,-2,58
171,2437,2,58
2437,171,2,58
2642,3404,1,58
3404,2642,1,58
2642,3405,1,58
3405,2642,3,58
2484,3129,1,58
3406,230,1,58
3385,35,1,58
35,3407,1,58
3363,3086,8,58
2397,3391,1,58
3391,2397,1,58
3391,3347,1,58
2125,3347,1,58
3347,2125,1,58
3347,3391,1,58
2642,3408,1,58
3408,2642,1,58
1018,3292,2,58
3292,1018,2,58
1953,3409,-10,58
592,1018,4,58
1018,592,4,58
2194,1185,1,58
2194,1735,1,58
2194,2018,3,58
2194,112,1,58
1810,2067,-4,58
2194,62,1,58
2194,1331,1,58
2045,3410,1,58
3410,2045,1,58
1953,2635,8,58
1953,3260,8,58
2693,3277,1,58
1953,2966,5,58
2966,1953,8,58
1018,2098,1,58
2098,1018,1,58
3236,3233,5,58
135,204,-2,58
1948,3411,1,58
2173,1731,3,58
3411,1948,1,58
1731,2173,3,58
2647,3207,2,58
3207,2647,2,58
35,2899,3,58
2642,3225,4,58
3225,2642,4,58
1528,1475,1,58
2028,3412,1,58
3412,2028,3,58
3277,2693,1,58
2296,3414,1,58
2028,3413,2,58
2437,2944,1,58
2188,3366,2,58
2642,3268,2,58
2903,2902,5,58
2902,2903,5,58
2903,3123,3,58
3123,2903,3,58
3349,3013,2,58
3377,2430,3,58
3377,2429,3,58
3377,2770,5,58
3377,1217,10,58
3377,2118,10,58
2118,546,1,58
1953,2118,1,58
1396,1832,1,58
1832,546,1,58
546,2118,1,58
546,1832,1,58
2028,3416,8,58
2642,3417,1,58
3417,2642,1,58
2028,2306,2,58
2647,3418,1,58
3418,2647,1,58
2472,2642,3,58
2642,2472,3,58
3323,1953,1,58
1953,3323,1,58
3198,1018,10,58
2642,3419,2,58
3419,2642,2,58
13,41,4,58
41,13,3,58
3161,3420,1,58
3420,3161,1,58
41,3421,1,58
3421,41,1,58
3155,3422,1,58
2296,3410,-1,58
2642,1819,1,58
1819,2642,1,58
3349,3410,-10,58
3408,3423,1,58
3423,3408,1,58
35,3413,1,58
204,1771,-10,58
96,242,-10,58
3413,2028,2,58
35,2767,5,58
2969,2625,1,58
2194,2455,1,58
540,2028,10,58
3412,35,1,58
35,3424,1,58
35,3426,1,58
2859,304,1,58
35,3316,1,58
2484,35,4,58
35,2484,4,58
1620,3385,1,58
3385,1620,3,58
2784,1502,3,58
1502,2784,3,58
141,2176,1,58
2176,141,1,58
2784,141,1,58
141,2784,1,58
2763,1018,9,58
2333,3428,4,58
2484,2333,1,58
2333,2484,1,58
1629,1885,1,58
1885,1629,1,58
2784,3430,1,58
3430,2784,2,58
3422,3155,1,58
35,2784,1,58
2784,35,1,58
2266,3341,-1,58
2266,3431,-5,58
2266,3432,-5,58
2944,2437,1,58
2944,2897,2,58
2877,1773,-1,58
2784,13,1,58
13,2784,1,58
13,3434,1,58
3434,13,1,58
2784,2296,1,58
2486,2897,1,58
2897,2486,2,58
2028,3435,1,58
3435,2028,1,58
3435,35,1,58
3316,35,5,58
3099,1701,-10,58
3207,3018,1,58
2784,2642,1,58
2642,2784,1,58
3598,2642,10,58
2784,2118,10,58
1018,3436,2,58
3335,3437,2,58
3374,1819,1,58
1819,3374,1,58
2118,2784,5,58
2125,3438,1,58
3438,2125,2,58
35,3170,2,58
2063,3598,1,58
3598,2063,1,58
2961,3219,4,58
2266,3376,-1,58
2880,1018,4,58
1352,3439,1,58
2642,1620,2,58
1620,2642,2,58
2642,3137,2,58
3137,2642,2,58
2652,1810,3,58
1810,2652,2,58
2028,3440,1,58
3440,2028,1,58
1018,2178,1,58
2178,1018,1,58
3433,2642,1,58
2642,3433,1,58
2647,3165,1,58
3165,2647,1,58
2966,2693,1,58
2125,1639,1,58
1639,2125,2,58
3219,3005,1,58
3005,3219,1,58
35,3412,1,58
35,3435,1,58
1620,1018,1,58
1018,1620,1,58
2176,3442,1,58
3335,2642,3,58
2642,3335,2,58
3442,2176,1,58
2053,1846,-10,58
1746,2333,1,58
1018,2600,1,58
2600,1018,1,58
1899,1316,1,58
2125,2388,2,58
2388,2125,2,58
13,2835,1,58
13,308,1,58
1316,1899,1,58
3219,3374,3,58
3374,3219,4,58
2642,3441,2,58
3441,2642,2,58
3374,3099,2,58
2642,3443,1,58
3443,2642,1,58
2642,3444,1,58
3444,2642,1,58
2642,3231,1,58
3231,2642,1,58
1185,3445,1,58
3366,3374,7,58
2028,1819,1,58
1528,1735,2,58
1318,2017,-10,58
35,3446,1,58
35,3447,1,58
35,2333,1,58
35,3448,1,58
2028,2230,1,58
3374,3449,1,58
3449,3374,1,58
1620,2398,3,58
2398,1620,3,58
3448,35,1,58
1693,1735,2,58
2642,3449,1,58
3449,2642,1,58
2642,13,1,58
13,2642,1,58
2127,2763,10,58
2266,3374,1,58
3374,2266,1,58
13,2961,1,58
2961,13,1,58
2538,2835,1,58
3323,3018,1,58
3018,3323,1,58
729,3219,3,58
3219,729,3,58
2110,1832,4,58
1832,2110,3,58
3392,2642,2,58
2642,3392,2,58
2306,3374,1,58
3374,2306,1,58
3093,3018,2,58
3018,3093,1,58
2642,3237,1,58
2835,2538,2,58
36,3450,5,58
3450,36,5,58
3450,1620,1,58
2028,13,7,58
2028,3311,1,58
3311,2028,3,58
2642,3451,1,58
2642,3452,1,58
13,3453,1,58
3453,13,1,58
3452,3455,1,58
3455,3452,1,58
1352,2325,1,58
2325,1352,1,58
2067,1499,2,58
2045,3445,1,58
3445,2045,1,58
3439,1352,1,58
2233,1352,2,58
2969,3219,1,58
3219,2969,1,58
1396,3018,2,58
3018,1396,2,58
2526,35,5,58
3456,2437,10,58
2437,3456,3,58
35,3457,1,58
35,3458,1,58
2642,3435,1,58
3435,2642,1,58
2642,3412,1,58
3412,2642,1,58
2642,1499,1,58
1499,2642,1,58
3103,3036,-10,58
3209,3459,2,58
3374,3161,2,58
3161,3374,2,58
2642,3455,1,58
3317,1899,1,58
177,1352,-1,58
3459,3209,1,58
2392,13,1,58
13,2392,1,58
2635,3460,1,58
2110,2642,4,58
2028,3392,1,58
3392,2028,1,58
1352,13,-10,58
1352,177,-10,58
1396,1352,2,58
1334,3341,-2,58
870,2194,-2,58
3335,2897,1,58
2897,3335,2,58
3460,2635,1,58
2028,3462,1,58
3462,2028,2,58
1899,3317,1,58
3380,3463,1,58
3463,3380,1,58
3463,2642,1,58
1499,1735,1,58
1735,1499,1,58
2642,2625,1,58
1764,3465,1,58
3465,1764,1,58
3463,2565,1,58
2565,3463,1,58
41,3463,1,58
3463,41,1,58
1735,1693,2,59
2897,3268,2,59
3268,2897,2,59
2028,3453,1,59
3453,2028,1,59
41,1316,2,59
3366,3467,1,59
3467,3366,2,59
3453,35,1,59
2427,2194,1,59
2427,3029,1,59
3377,1550,3,59
3029,2427,1,59
1810,2625,3,59
2625,1810,3,59
3018,3468,1,59
3468,3018,1,59
2266,1352,-2,59
3219,13,1,59
13,3219,1,59
2028,3257,3,59
3433,2125,5,59
2125,3433,2,59
1550,1217,9,59
1550,3377,3,59
2125,3469,1,59
3469,2125,2,59
1565,3470,1,59
204,1363,-9,59
3470,1565,1,59
3462,2642,2,59
2642,3462,2,59
2642,2484,4,59
2484,2642,5,59
3464,2642,2,59
2642,3464,2,59
3471,3366,1,59
2388,2690,-10,59
2388,3473,-10,59
1318,3473,-10,59
1810,3473,-10,59
3474,2897,1,59
2296,2961,1,59
2961,2296,1,59
3472,3366,1,59
1352,2266,-10,59
1352,870,-10,59
870,1352,-10,59
2127,1352,10,59
2897,2861,5,59
3257,2028,5,59
3374,1810,2,59
1810,3374,2,59
1334,3453,1,59
3453,1334,1,59
2067,3475,2,59
3458,35,1,59
2642,3458,1,59
3458,2642,1,59
2642,3003,4,59
1916,13,3,59
3219,3476,1,59
3476,3219,2,59
2642,1916,4,59
2897,3345,1,59
3345,2897,1,59
2642,3247,4,59
3445,3477,1,59
3477,3445,1,59
2692,1810,4,59
1840,3478,1,59
3478,1840,1,59
2642,3395,4,59
2296,1612,3,59
1612,2296,2,59
2610,2642,4,59
2642,2610,4,59
2538,2961,2,59
35,3480,1,59
35,3465,1,59
2961,2538,2,59
2661,3481,2,59
3481,2661,2,59
2028,2249,2,59
41,3442,1,59
1396,3482,3,59
3482,1396,3,59
1018,2763,7,59
1953,3104,1,59
3374,2642,7,59
1334,3113,1,59
3113,1334,1,59
2897,1334,3,59
1334,2897,2,59
3161,3366,2,59
3366,3161,2,59
1396,3316,1,59
3316,1396,1,59
13,3483,1,59
3483,3484,10,59
3484,3483,10,59
1018,3309,6,59
2388,3485,1,59
3300,2427,1,59
3143,1018,4,59
1620,3450,2,59
35,3453,1,59
35,3486,1,59
13,3472,-10,59
2642,3487,1,59
2642,3391,1,59
3391,2642,1,59
3445,2898,1,59
1018,171,1,59
171,1018,1,59
2898,3445,1,59
3366,3456,2,59
3456,3366,4,59
13,3319,3,59
2838,3489,2,59
3489,2838,10,59
3374,1363,5,59
1810,1629,2,59
2661,3450,1,59
3450,2661,1,59
3319,1528,1,59
3319,13,1,59
1396,3195,1,59
3195,1396,1,59
3456,2897,7,59
2028,3490,1,59
3490,2028,1,59
3366,3472,-10,59
2658,2686,1,59
1829,1810,3,59
2897,3491,1,59
2067,361,1,59
1396,3492,2,59
3492,1396,2,59
1363,1670,-1,59
2897,3493,2,59
3493,2897,2,59
3161,2725,2,59
2028,3494,1,59
3494,2028,2,59
2835,3349,2,59
3349,2835,2,59
2378,3190,-2,59
3018,3495,1,59
3495,3018,1,59
3494,35,2,59
2028,2942,4,59
2942,2028,4,59
481,1832,2,59
1832,481,1,59
481,3451,1,59
1764,3454,3,59
2028,3107,5,59
2600,1620,1,59
1620,2600,1,59
1018,363,2,59
2897,3497,1,59
3497,2897,1,59
2897,2958,1,59
2958,2897,1,59
3498,2600,1,59
2600,3499,1,59
3499,2600,1,59
3498,2897,5,59
2600,2897,1,59
2897,2600,1,59
2028,2897,3,59
3366,3471,2,59
2028,2728,5,59
2728,2028,5,59
3417,3337,1,59
3337,3417,1,59
2600,2987,1,59
2987,2600,1,59
3383,2642,4,59
3208,3500,1,59
3500,3208,10,59
1953,3501,1,59
3462,3367,1,59
3462,3399,1,59
3449,2388,1,59
2388,3449,1,59
3107,2028,5,59
35,3489,1,59
3113,3346,2,59
2067,3502,1,59
2642,3503,2,59
3503,2642,2,59
3465,3452,2,59
3452,3465,2,59
2642,2249,3,59
2249,2642,3,59
135,25,-1,59
1764,2144,7,59
2244,481,1,59
3466,1976,1,59
3598,1018,7,59
3381,230,1,59
1018,230,10,59
3366,3429,1,59
3429,3366,1,59
135,1,1,59
2897,2296,3,59
35,3328,1,59
2897,3504,1,59
2063,3219,2,59
3219,2063,2,59
2897,3505,1,59
3505,2897,2,59
3086,3506,1,59
3506,3086,1,59
1548,1018,3,59
2536,1899,3,59
2897,3272,1,59
3272,2897,1,59
3466,3381,1,59
3466,1018,1,59
1746,1810,2,59
1810,1746,2,59
1018,3381,1,59
1899,2525,1,59
2525,1899,1,59
1018,1548,1,59
35,3507,1,59
2642,3302,3,59
3427,2642,4,59
3381,1018,2,59
3417,1616,1,59
1616,3417,1,59
2600,3302,1,59
3302,2600,1,59
1499,1616,1,59
2296,1616,1,59
1616,2296,1,59
2127,3445,2,59
2897,3474,4,59
3507,35,1,59
35,3508,1,59
3508,35,1,59
3417,3436,-10,59
2296,3436,-3,59
1810,3436,-8,59
1318,3436,-10,59
3429,3436,-10,59
1528,3445,1,59
3445,1528,2,59
3451,3509,1,59
3509,3451,1,59
2755,2125,1,59
3509,3510,1,59
3451,3510,1,59
3510,3509,1,59
3510,3451,1,59
3509,3506,1,59
3511,3510,1,59
2635,3512,1,59
3510,3511,2,59
1,1217,1,59
3506,3509,1,59
2755,3345,1,59
3345,2755,1,59
1565,1403,1,59
1403,1565,1,59
3511,546,1,59
546,2388,2,59
2755,2472,1,59
2472,2755,3,59
2642,3448,3,59
2642,3514,1,59
3448,2642,3,59
2642,3515,1,59
3515,2642,2,59
3514,2642,5,59
3514,35,5,59
2642,2050,3,59
2050,2642,3,59
2635,3517,1,59
2897,3518,2,59
3518,2897,2,59
2600,3474,1,59
3474,2600,1,59
13,1629,1,59
1629,13,1,59
3504,3520,5,59
3520,3504,5,59
3113,2897,1,59
2897,3113,1,59
2755,357,1,59
3086,3521,1,59
3521,3086,3,59
3521,3522,1,59
3521,1953,1,59
35,3405,1,59
3405,35,5,59
3454,1764,3,59
2897,3465,2,59
3465,35,1,59
2755,2262,1,59
2262,2755,1,59
729,1819,1,59
2897,1802,2,59
3522,3521,1,59
2897,3498,-10,59
2388,3315,2,59
2642,3523,1,59
3523,2642,1,59
304,2318,5,59
2437,3366,1,59
3366,2437,1,59
1565,1991,1,59
3113,3366,1,59
3366,3113,1,59
3366,3524,1,59
2538,2262,3,59
2262,2538,3,59
729,1018,5,59
1991,1565,1,59
3504,2897,2,59
3417,1,1,59
1,3417,2,59
3525,3018,10,59
3018,3525,3,59
1018,3520,1,59
3520,1018,1,59
3292,2028,4,59
3086,2647,3,59
2647,3086,3,59
2647,3394,3,59
3394,2647,3,59
2306,3366,1,59
3366,2306,1,59
3481,1850,3,59
2600,3498,-10,59
700,2642,3,59
2642,700,4,59
700,202,2,59
202,700,2,59
2642,3415,4,59
3415,2642,4,59
1629,1810,3,59
332,3513,1,59
2306,1386,1,59
1386,2306,1,59
2897,3528,3,59
3528,2897,3,59
3490,3529,2,59
3529,3490,2,59
3453,1629,1,59
1629,3453,1,59
2837,1810,2,59
1810,2837,2,59
1289,1005,1,59
2897,3366,3,59
3366,2897,2,59
3136,332,1,59
3465,1412,1,59
1412,3465,1,59
1316,1802,2,59
2897,2987,2,59
2987,2897,1,59
1819,729,1,59
2028,3476,2,59
3476,2028,2,59
3208,2388,3,59
2388,3208,3,59
1764,2961,1,59
2961,1764,1,59
3526,35,2,59
1396,3107,1,59
3107,1396,1,59
2784,1810,1,59
1810,2784,1,59
436,35,3,59
2028,729,-4,59
1810,2132,4,59
2110,2125,1,59
2125,2110,1,59
3512,3522,1,59
3512,3260,2,59
332,3136,1,59
1363,2835,-1,59
2110,3463,1,59
3522,3512,1,59
41,3476,1,60
3476,41,2,60
3381,3366,1,60
1386,2110,1,60
2110,1386,1,60
1,330,5,60
330,1,5,60
35,3494,1,60
35,3506,1,60
35,3515,1,60
35,3532,1,60
35,3533,1,60
3319,2388,2,60
3506,35,1,60
3335,2398,2,60
2398,3335,2,60
361,2784,1,60
2784,361,1,60
2642,2212,2,60
2212,2642,2,60
2176,3268,1,60
35,3536,1,60
3536,35,1,60
2378,3537,1,60
3537,2378,2,60
2755,1396,3,60
1396,2755,3,60
3512,2851,1,60
2851,3512,1,60
3465,2642,2,60
2642,3465,2,60
3219,3538,1,60
3538,3219,1,60
3527,3539,1,60
3539,3527,2,60
1810,3538,1,60
3538,1810,1,60
2028,1018,8,60
3540,3369,3,60
3538,2642,2,60
2642,3538,2,60
3107,3542,1,60
3542,3107,1,60
446,3540,5,60
3381,3543,1,60
3540,446,6,60
1953,2781,5,60
2781,1953,5,60
2249,2028,4,60
41,3107,2,60
3107,41,2,60
3539,3086,1,60
2388,3541,2,60
1953,3043,3,60
3541,2388,2,60
2906,1217,2,60
1555,2755,1,60
2755,1555,1,60
2642,1018,8,60
2762,1802,2,60
1802,2762,2,60
1363,2322,1,60
1629,3546,1,60
3545,3547,1,60
3547,3545,1,60
3546,1629,1,60
2642,3548,1,60
3548,2642,1,60
2388,2322,1,60
2322,2388,1,60
2642,2318,1,60
2318,2642,1,60
2296,3549,1,60
2801,3548,1,60
2801,2296,1,60
3549,2296,1,60
1815,135,10,60
2296,3496,2,60
3496,2296,2,60
2767,2296,1,60
1953,3100,2,60
1620,1802,2,60
1802,1620,2,60
3300,3377,4,60
1318,149,1,60
2642,3511,3,60
149,1318,2,60
2642,1490,2,60
1490,2642,2,60
3476,2898,1,60
2642,3506,3,60
3506,2642,2,60
1018,3550,2,60
3550,1018,2,60
2333,1746,2,60
35,3300,2,60
3208,2642,3,60
3551,2064,5,60
2064,1185,7,60
2064,2188,3,60
1565,1620,3,60
1620,1,5,60
2642,3208,3,60
1,1620,4,60
2064,3551,1,60
2351,304,1,60
1352,1566,-10,60
3498,3553,5,60
3553,3552,10,60
3498,3554,5,60
3554,3552,10,60
2898,3476,1,60
2266,3554,-10,60
2266,3498,-10,60
2266,3553,-10,60
3498,3555,10,60
3498,3552,8,60
3498,3556,5,60
3556,3552,8,60
3498,3557,5,60
3557,3552,1,60
2388,3552,-10,60
3498,3558,5,60
3558,3552,8,60
2266,3558,-10,60
2266,3557,-10,60
2266,3556,-10,60
2266,3555,-10,60
3481,3541,5,60
3541,3481,5,60
1289,3099,1,60
2898,2388,-10,60
2897,3559,2,60
2388,2898,-10,60
3366,2398,1,60
2266,3463,-5,60
2063,2028,8,60
2125,3462,1,60
3462,2125,2,60
